,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
1215,AI Engineer (Senior),AMP,Australia,"Melbourne, Melbourne Region",0.0,0.0,"Description If you live in Australia or New Zealand, you’ve likely heard of AMP. But at a time when society is changing, we are too. We’re now a nimbler business with new leadership and thinking. For us, these are exciting times. There’s a real potential for big thinkers to help us redefine what financial services could be. And turn our legacy into something even more positive and powerful for the future. Help people create their tomorrow, while you create yours We help people with their bankin…",2026-05-20T10:35:01Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1216,Senior AI Engineer,Kogan.com,Australia,"Melbourne Region, Victoria",0.0,0.0,"This is not a standard AI role. Are you an AI builder who can vibe code at the speed of thought? Do you live and breathe autonomous agents, process optimisation, and the bleeding edge of LLM capabilities? At Kogan.com, we're looking for an elite AI Engineer to build with us and embed AI across the business. Reporting directly to the CEO and CTO, you'll have a unique mandate: work on top-priority special projects at the executive level, while partnering with every department to ruthlessly optimi…",2026-06-27T10:52:30Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1217,Senior AI Engineer,Kogan.com,Australia,"South Melbourne, Port Phillip",0.0,0.0,"This is not a standard AI role. Are you an AI builder who can vibe code at the speed of thought? Do you live and breathe autonomous agents, process optimisation, and the bleeding edge of LLM capabilities? At Kogan.com, we're looking for an elite AI Engineer to build with us and embed AI across the business. Reporting directly to the CEO and CTO, you'll have a unique mandate: work on top-priority special projects at the executive level, while partnering with every department to ruthlessly optimi…",2026-09-04T15:52:13Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1218,AI Engineering Manager,MYOB,Australia,"Melbourne, Melbourne Region",0.0,0.0,"We’re a leading business management solution with a core purpose: helping more businesses in Australia and New Zealand start, survive and succeed. At MYOB, we believe what’s good for one business is good for all business—and for all of us. Whether you support them, work for them, or dream of building your own, when businesses run smoothly, everybody feels it. Owners, employees, customers, suppliers—even families. That’s why we’re here: to give every person in business the tools they need to foc…",2026-04-26T10:20:41Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1219,Principal AI Engineer,MYOB,Australia,"Sydney, Sydney Region",0.0,0.0,"We’re a leading business management solution with a core purpose: helping more businesses in Australia and New Zealand start, survive and succeed. At MYOB, we believe what’s good for one business is good for all business—and for all of us. Whether you support them, work for them, or dream of building your own, when businesses run smoothly, everybody feels it. Owners, employees, customers, suppliers—even families. That’s why we’re here: to give every person in business the tools they need to foc…",2026-04-26T10:17:37Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1220,"Senior AI Engineer, AI AcceleratorHybrid",WESFARMERS,Australia,"Melbourne CBD, Melbourne",0.0,0.0,"The Senior AI Engineer is the technical cornerstone of the AI Accelerator delivery function, owning solution architecture, code quality, and the delivery of the team’s hardest technical work Wesfarmers OneDigital is building Australia's leading data and digital retail ecosystem, underpinned by AI across everything we do. We operate across four pillars - loyalty, data, retail media and AI, turning millions of customer interactions into insights that shape how Australians shop, live and connect. …",2026-08-21T10:32:09Z,hybrid,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1221,Lead AI Engineer (AI) – Remote,eTool Pty t/a Cerclos,Australia,"Perth CBD, Perth",0.0,0.0,"About us Cerclos is a purpose led SaaS business. With our Life Cycle Assessment engine, our products and solutions are transforming and accelerating the way the world achieves net zero faster and smarter in the built environment. We are seeking a highly skilled Lead AI Engineer to join our purpose led and outcomes driven Product Engineering team. This remote or Hybrid position is pivotal in driving our AI initiatives, enhancing our technological capabilities, and delivering innovative solutions…",2026-07-02T10:54:54Z,hybrid,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1222,AI Engineer - Agentic Engineering,Emmbr,Australia,"Melbourne CBD, Melbourne",190000.0,210000.0,"Knowledge: ​ ​ Strong knowledge of software engineering techniques and development processes and tools, for example, IDEs, SCCS, Algorithms and Data Structures, Automated testing and computer system and cloud operations ​ Advanced proficiency with Python; working familiarity with ML frameworks such as TensorFlow or PyTorch Strong knowledge of current AI/ML technologies and their applications Team leadership and team dynamics Strong knowledge of agentic AI engineering - designing, building and o…",2026-09-05T12:04:24Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1223,Multiple Senior AI Engineer,Compas Pty Ltd,Australia,"City, North Canberra",0.0,0.0,"Senior AI Engineer | Azure AI Foundry Design and deliver enterprise AI solutions using Azure AI Foundry, Azure OpenAI and generative AI technologies. Build AI agents, intelligent applications and secure, scalable AI services across a complex Australian Government environment. Location: QLD, ACT, VIC, NSW Work Arrangement: Hybrid – ACT candidates may be required onsite in Canberra three days per week and/or as required; interstate candidates may attend a state office or regional hub and travel t…",2026-09-05T10:41:21Z,hybrid,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1224,Senior AI Engineer - Hybrid,WESFARMERS,Australia,"Melbourne CBD, Melbourne",0.0,0.0,"Work options: Hybrid Wesfarmers OneDigital is building Australia's leading data and digital retail ecosystem, underpinned by AI across everything we do. We operate across four pillars - loyalty, data, retail media and AI, turning millions of customer interactions into insights that shape how Australians shop, live and connect. We're expanding one of our most innovative teams and are looking for exceptional talent to join the AI Build Squad to help our divisions make the most of emerging technol…",2026-09-05T11:28:41Z,hybrid,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1225,Applied AI Engineer - ANZ,Cognition,Australia,"Sydney, Sydney Region",180000.0,225000.0,"We are an applied AI lab building end-to-end software agents. We're the makers of Devin, the first AI software engineer. Our team is extremely talent-dense. Among our founding team, we have world-class competitive programmers, former founders, and leaders from companies at the cutting edge of AI including Scale AI, Palantir, Cursor, Waymo, Tesla, Lunchclub, Modal, Google DeepMind, and Nuro. Building Devin is just the first step—our hardest challenges still lie ahead. If you’re excited to solve …",2026-08-08T00:42:50Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1226,Lead Data & AI Engineer,Built,Australia,"Sydney, Sydney Region",0.0,0.0,"Job Title: Lead Data & AI Engineer Built isn’t waiting for the future. We’re building it. If you're a senior data engineer looking to step into a role with greater influence, this is your opportunity to shape an enterprise-wide data environment from the ground up. You'll work with modern Microsoft technologies, solve complex business challenges and help define the future of data and AI at Built. The Opportunity As our Lead Data & AI Engineer, you'll play a key role in building the data foundati…",2026-09-06T01:41:07Z,unknown,it-jobs,7,"(('description', ('ai engineer', 'data engineer')), ('job_title', ('ai engineer',)))",adzuna
1227,Senior Agentic AI Engineer,Software@Scale,Australia,"Sydney, Sydney Region",0.0,0.0,"Our ‘black belt’ specialists are leaders in their domains: digital champions, delivery-focused experts, top-tier security professionals, AI thought leaders, and engineering best practice advocates. With a global presence and local expertise, we deliver innovative solutions without compromising on quality. Our multidisciplinary teams provide tailored expertise to solve complex problems at scale, ensuring engineering excellence through our top technologists. Empower Your Career We are seeking a h…",2026-09-04T15:52:14Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1228,Data & AI Engineer II,CareDx,Australia,Australia,108000.0,135000.0,"CareDx, Inc. is a leading precision medicine solutions company focused on the discovery, development, and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. CareDx offers products, testing services, and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients. The Data & AI Engineer II will develop analytical applications,…",2026-08-31T00:53:48Z,unknown,scientific-qa-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1229,Data & AI Engineer II,CareDx,Australia,"Brisbane, Brisbane Region",0.0,0.0,"CareDx, Inc. is a leading precision medicine solutions company focused on the discovery, development, and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. CareDx offers products, testing services, and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients. The Data & AI Engineer II will develop analytical applications,…",2026-09-04T22:32:47Z,unknown,scientific-qa-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1230,Senior AI Engineer (AI Innovation Office),Westpac Group,Australia,"Sydney, Sydney Region",0.0,0.0,"Description Sydney Location / Hybrid Working Senior AI Engineering SME Opportunity What is the opportunity? Westpac is accelerating the future of banking through responsible, human-centred AI — and we’re looking for outstanding Senior AI Engineer who can turn bold ideas into secure, scalable, production-grade solutions. You’ll complement the Westpac Chief AI Innovation Office within our Data, Digital & AI (DDAI) function — a team shaping how advanced analytics, digital platforms and AI are engi…",2026-08-29T00:49:49Z,hybrid,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1231,Senior AI Engineer (AI Innovation Office),Westpac,Australia,"The Rocks, Sydney",0.0,0.0,"Sydney Location / Hybrid Working Senior AI Engineering SME Opportunity What is the opportunity? Westpac is accelerating the future of banking through responsible, human-centred AI — and we’re looking for outstanding Senior AI Engineer who can turn bold ideas into secure, scalable, production-grade solutions. You’ll complement the Westpac Chief AI Innovation Office within our Data, Digital & AI (DDAI) function — a team shaping how advanced analytics, digital platforms and AI are engineered, gove…",2026-09-05T02:48:01Z,hybrid,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1232,AI Engineer – Schwerpunkt Automatisierung,HDI AG,Deutschland,"Hilden, Düsseldorf",0.0,0.0,"Starte durch bei HDI Deutschland! Innerhalb der HDI Group bündeln wir Aufgaben für die Gesellschaften der Privat- und Firmen­versicherung und der Industrie­versicherung. So steigern wir deren Effizienz und Kundenorientierung. Dabei bieten wir Dir die Mög­lich­keit, immer wieder neue Wege zu gehen und uns so gemein­sam weiter­zu­entwickeln. Aufgaben Design, Entwicklung und Betrieb von KI‑gestützten Automatisierungslösungen Konzeption modularer KI‑Services für wiederverwendbare Automation in mehr…",2026-09-02T20:02:59Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1233,Azure AI Engineer - Agentic Systems (all genders),adesso SE,Deutschland,"Aachen, Aachen (Kreis)",0.0,0.0,Als Teil der adesso group bündelt die adesso insurance solutions GmbH das eigene Produktportfolio für den Versicherungsmarkt und treibt innovative Software-Lösungen in diesem Umfeld voran. Wir sind ein Team aus über 600 engagierten Kollegen und Kolleginnen. Und du kannst ein Teil davon werden. Aufgaben Azure AI Engineering: Du entwickelst auf dem Microsoft Azure AI Stack agentische Lösungen - von Wissensassistenten über autonome Multi-Agenten-Systeme bis zum verantwortungsvollen Betrieb produkt…,2026-08-16T07:49:21Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1234,AI Engineer / KI-Entwickler (m/w/d),Finanz Informatik GmbH & Co. KG,Deutschland,"Hannover, Region Hannover (Kreis)",0.0,0.0,"Als einer der größten Banken-IT-Dienstleister und Digitalisierungspartner Europas sind wir der Treiber der Digitalisierung innerhalb der Sparkassen-Finanzgruppe. Mit über 5.000 Mitarbeitenden an 3 Standorten machen wir digitales Banking von heute leistungsfähig und entwickeln smarte Finanz-Services von morgen. Dabei bieten wir ein breites Aufgabenspektrum, in dem die individuellen Stärken hervorragend eingebracht werden können. Ob App-Entwicklung, Netzwerktechnologien und Serverbetrieb oder Ber…",2026-09-02T20:02:14Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1235,Junior AI Engineer Schwerpunkt KI und Digitalisierung (m/w/d),POS TUNING GmbH,Deutschland,"Bünde, Herford (Kreis)",0.0,0.0,"POS TUNING ist der weltweit tätige Spezialist für den Point of Sale. Unsere Vision des ""glücklichen Shoppers"" ist unser Antrieb und unsere Motivation, Einkaufen einfach besser zu machen. Wir automatisieren und digitalisieren den stationären Einzelhandel, um Zeit für das Wichtigste zu schaffen: den Kunden. Mit vielen Innovationen und strategischen Entwicklungen stehen wir als familiengeführtes Unternehmen für Qualität, Professionalität und eine partnerschaftliche Zusammenarbeit. Werden Sie Teil …",2026-09-05T17:56:53Z,unknown,other-general-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1236,Junior AI Engineer Schwerpunkt KI und Digitalisierung (m/w/d),POS TUNING GmbH,Deutschland,"Heiligenkirchen, Detmold",0.0,0.0,"POS TUNING ist der weltweit tätige Spezialist für den Point of Sale. Unsere Vision des ""glücklichen Shoppers"" ist unser Antrieb und unsere Motivation, Einkaufen einfach besser zu machen. Wir automatisieren und digitalisieren den stationären Einzelhandel, um Zeit für das Wichtigste zu schaffen: den Kunden. Mit vielen Innovationen und strategischen Entwicklungen stehen wir als familiengeführtes Unternehmen für Qualität, Professionalität und eine partnerschaftliche Zusammenarbeit. Werden Sie Teil …",2026-09-05T17:56:52Z,unknown,other-general-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1237,"Consultant Data & AI Engineer, Open Source (m/w/d)",QUNIS GmbH,Deutschland,Deutschland,0.0,0.0,"Wir suchen Dich als  Consultant Data & AI Engineer, Open Source (m/w/d) zum nächstmöglichen Zeitpunkt in Vollzeit in der DACH-Region. Idealerweise bist Du schon auf Senior-Level. Bist Du da noch nicht, entwickeln wir Dich gemeinsam dahin. Data Solution Architect, Open Source Präferierer, Konzeptionierer, Projektsteuerer, Umsetzer, Technologie und Architektur Enthusiast Wenn Deine Leidenschaft der Data & AI gilt, Du Dich für moderne Datenplattformen begeisterst und Deine Präferenz auf Open Sourc…",2026-09-04T11:03:49Z,unknown,other-general-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1238,AI Engineer im Data Innovation Lab (m/w/d),AXA,Deutschland,"Köln, Nordrhein-Westfalen",0.0,0.0,"Im Data Innovation Lab trägst du die Verantwortung dafür, echte Mehrwerte aus Daten und AI zu generieren. Du bist Teil eines interdisziplinären Teams aus Data Scientists, Software-Engineers und Business-Experts, das innovative AI-Lösungen entwickelt und damit die langfristige Transformation unseres Versicherungsgeschäfts vorantreibt. Die Position ist in der Einheit ""AI Business Capabilities"" innerhalb des Data Innovation Labs angesiedelt. Unser Schwerpunkt liegt darauf, vielversprechende AI-Exp…",2026-09-01T18:05:15Z,unknown,unknown,6,"(('description', ('data scientist',)), ('job_title', ('ai engineer',)))",adzuna
1239,AI Engineer / KI-Entwickler (m/w/d),Finanz Informatik GmbH & Co. KG,Deutschland,Deutschland,0.0,0.0,"Als einer der größten Banken-IT-Dienstleister und Digitalisierungspartner Europas sind wir der Treiber der Digitalisierung innerhalb der Sparkassen-Finanzgruppe. Mit über 5.000 Mitarbeitenden an 3 Standorten machen wir digitales Banking von heute leistungsfähig und entwickeln smarte Finanz-Services von morgen. Dabei bieten wir ein breites Aufgabenspektrum, in dem die individuellen Stärken hervorragend eingebracht werden können. Ob App-Entwicklung, Netzwerktechnologien und Serverbetrieb oder Ber…",2026-09-03T02:08:03Z,unknown,other-general-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1240,Senior AI Engineer (w/m/d),BWI GmbH,Deutschland,Deutschland,0.0,0.0,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",2026-09-04T17:13:43Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1241,Lead AI Engineer / Senior AI Engineer,AI.IMPACT GmbH,Deutschland,"Neustadt, Hamburg",0.0,0.0,"We're looking for a Senior / Lead AI Engineer with deep generative AI expertise and solid software engineering foundations to help design and build intelligent, multi-agent capabilities for enterprise applications across our client base. Our team runs in startup mode with high autonomy, and a real opportunity to influence how advanced AI gets built and scaled in practice. You know what it takes to get AI into production and can navigate ambiguity, technical complexity, and cross-functional coll…",2026-07-16T16:06:00Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1242,AI Engineer:in,Sassyclassy,Deutschland,"München, München (Kreis)",0.0,0.0,"Wer ist SASSYCLASSY? SASSYCLASSY ist ein wachstumsstarkes Fashion E-Commerce Unternehmen mit Sitz in München. Wir verbinden trendige Mode mit einer starken Community und innovativen digitalen Lösungen. Zur Verstärkung unseres IT-Teams suchen wir eine n AI Engineer in, der/die unsere KI-Infrastruktur technisch auf das nächste Level bringt. Wieso brauchen wir dich? Als AI Engineer*in bist du die technische Kernkraft hinter unseren KI-Lösungen. Während unsere AI & Automation Manager die Strategie …",2026-07-30T17:35:08Z,unknown,creative-design-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1243,AI Engineer,Global Market Solutions Germany,Deutschland,"Frankfurt am Main, Hessen",0.0,0.0,"GMS is an operational consultancy with expertise in data and digital systems. Whether digitalisation, data & analytics or compliance - our consultants are the missing piece of our customer’s digital puzzle. We empower their ongoing digital transformation and transform challenges into opportunities. We're part of the MoOngy Group, a more than 18 years old European network of companies with a focus on IT & Engineering expertise. Your Role as an AI Engineer As an AI Engineer, you will be responsib…",2026-08-25T17:28:21Z,unknown,consultancy-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1244,AI Engineer,Hirefive,Deutschland,Deutschland,50000.0,90000.0,"TITLE: AI Engineer (Junior or senior) LOCATION : Karlsruhe or Munich SALARY: From €50'000 to €90'000 depending on experience FLEXIBILITY: 3-4 days per week working from home COMPANY: Our client is a Series A funded Start-Up offering a cloud-based development and deployment platform that simplifies the process of building, deploying, and scaling applications. Their product transforms deployment into a developer-centric self-service experience, reducing time-to-market and costs. It eliminates the…",2025-07-31T22:26:58Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1245,AI Engineer,DL Remote,Deutschland,"Wedding, Berlin",0.0,0.0,"Role is Munich based | Top Relocation Support On behalf of our client—a fast-growing, Y Combinator-backed AI startup automating back-office workflows - we are currently recruiting a (Senior) AI/LLM Engineer (f/m/d). In this high-impact position, you will take full ownership of building agentic AI systems end-to-end. Your scope covers everything from retrieval pipelines and LLM orchestration to tool-using agents and seamless product integration. You will design scalable architectures and automat…",2026-08-22T23:59:01Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1246,AI Engineer,GlassFlow,Deutschland,"Kreuzberg, Berlin",0.0,0.0,"About GlassFlow: GlassFlow is the data infrastructure for AI agents in production. It has two products: GlassFlow Tares, which feeds agents correlated data from every system they touch, and GlassFlow Rius, which traces and debugs what agents do once they're running. We’re a Berlin startup with a Silicon Valley mentality, backed with $5.9m from Upfront Ventures, the CEO of GitHub, the ex-CTO of Aiven, and more world-class investors. The founders are serial entrepreneurs with more 10y of experien…",2026-09-01T16:52:09Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1247,AI Engineer Consultant,Avomind,Deutschland,"München, München (Kreis)",0.0,0.0,"We’re hiring an AI Engineer Consultant to help integrate advanced LLM and agentic capabilities into our software solutions. You’ll work with Azure AI Foundry, .NET, SQL Server, and modern web technologies while leading AI feature design and contributing to a high performing- Agile team. The ideal candidate should have established hands-on experience in using LLMs to implement AI solutions such as chatbots, agents, and AI generated insights/summarization. What You’ll Do • Deliver customer value …",2026-03-27T17:57:55Z,unknown,other-general-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1248,Senior AI Engineer,Nelly Solutions,Deutschland,"Berlin, Deutschland",0.0,0.0,"We celebrate diversity and encourage individuals of all genders (m/f/d) to apply. We’re on the lookout for an ambitious AI-Engineer to join our Engineering team at our office in Berlin. Join us in building the largest AI enabled fintech for healthcare! What to expect in the role as Senior AI Engineer : As part of our freshly launched AI division at Nelly, where you'll be one of the pioneers shaping our future in AI. In a small, agile team, you'll work on developing cutting-edge AI systems and r…",2026-05-07T22:49:17Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1249,AI Engineer (gn),HORNBACH,Deutschland,Deutschland,0.0,0.0,"AI Engineer (gn) - ID 155025 Bei HORNBACH bauen wir nicht nur Baumärkte, sondern erschaffen das digitale Fundament für das Heimwerken von morgen. In unserem AI Platform Team entwickeln wir eine zentrale KI-Plattform, die modernste Sprachmodelle (LLMs) mit unseren internen Daten und Prozessen verbindet. Wir suchen keine Theoretiker, sondern Macher, die Lust haben, in einem explorativen Umfeld innovative Lösungen zu bauen, die für unsere Kunden und Mitarbeiter einen echten Mehrwert schaffen. Das …",2026-09-01T15:02:45Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1250,AI Engineer/Architect,eMFusion Global,Deutschland,"Berlin, Deutschland",0.0,0.0,"AI Engineer/Architect We are seeking an experienced Lead AI Architect/Engineer to contribute to designing and building scalable SaaS products within our AI Lab. In this role, you will combine deep technical expertise with strategic vision to create AI-powered products that help transform clients’ business models and enable sustainable growth. Within the AI Lab, we are developing cutting-edge, large-scale AI products to deliver measurable impact for our clients. You will work in an open, agile, …",2026-03-05T21:47:54Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1251,AI Engineer Intern,Enzo,Deutschland,"Bergheim, Heidelberg",0.0,0.0,"Enzo is a B2B PropTech and WaterTech startup revolutionizing the real estate and insurance industry with its cutting-edge IoT and AI solution, one.drop. Our proprietary sensor technology helps monitor water systems in buildings in real-time, enabling early detection of leaks and preventing costly water damage. Backed by significant funding and a rapidly growing customer base, Enzo is on a mission to protect properties while conserving one of our most vital resources - water. As an AI Engineer I…",2026-07-17T09:49:18Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1252,AI Engineer Intern,Enzo,Deutschland,"Heidelberg, Baden-Württemberg",0.0,0.0,"Enzo is a B2B PropTech and WaterTech startup revolutionizing the real estate and insurance industry with its cutting-edge IoT and AI solution, one.drop. Our proprietary sensor technology helps monitor water systems in buildings in real-time, enabling early detection of leaks and preventing costly water damage. Backed by significant funding and a rapidly growing customer base, Enzo is on a mission to protect properties while conserving one of our most vital resources - water. As an AI Engineer I…",2026-07-16T16:26:07Z,unknown,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1253,Principal AI Engineer,Squer,Deutschland,"Au-Haidhausen, München",103000.0,113000.0,"Description As Principal AI Engineer at SQUER it’s your job to plan and coordinate the AI-enhanced development of new digital initiatives of our clients and by doing so you are a big part of the success of a project. In the process you will have the opportunity to independently create architectures as well as use and try out up-to-date, customized technologies. Your tasks Being part of SQUER means being a Thought Leader and actively shaping SQUER as well as projects by openly communicating and …",2026-05-12T22:38:30Z,unknown,it-jobs,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1254,Senior AI Engineer,Bluefish AI,Deutschland,Deutschland,0.0,0.0,"About the Position As a Senior AI Engineer, you'll spearhead the development of LLM-powered products at the forefront of marketing and advertising technologies. Utilizing your expertise in machine learning, large language models, and natural language processing, you'll play a pivotal role in designing, implementing, and enhancing our range of AI-driven solutions. You'll hold direct responsibility for the LLM technology stack central to our product suite, collaborating closely with cross-functio…",2025-11-30T18:10:48Z,unknown,it-jobs,7,"(('description', ('machine learning', 'ai engineer')), ('job_title', ('ai engineer',)))",adzuna
1255,AI Engineer (gn),The Quality Group,Deutschland,Deutschland,0.0,0.0,"Start: immediately | Level: Mid - Senior | Location: Germany, remote | Working Hours: Full Time (40h/Week) Artificial intelligence is transforming the way we work, make decisions, and automate processes. As an AI Engineer (gn), you bring AI to where it creates real value in day-to-day business: translating business requirements into practical, production-ready AI solutions built on our existing tool landscape and an emerging company-wide AI platform. You work hands-on with our AI tools, includi…",2026-07-19T23:46:13Z,remote,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
1256,Senior AI Engineer,Jimdo,Deutschland,Deutschland,0.0,0.0,"About Jimdo We exist to unleash the power of the self-employed - helping solopreneurs and micro-businesses thrive by doing what they're passionate about and removing the complexity of building lasting, successful businesses. Jimdo started in 2007 when three school friends built a website builder in a Northern German farmhouse to help everyone build a presence online. Today, we're a profitable, remote-first company with 220 people from 50 nationalities working across 15 countries. We've helped b…",2026-07-05T00:35:14Z,remote,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1257,Founding AI Engineer,alago,Deutschland,"München, München (Kreis)",0.0,0.0,"The problem The construction industry loses $1.6 trillion a year to inefficiency, and most of it is avoidable. The knowledge that would prevent it already exists. It's just trapped in PDFs, meeting protocols, and email threads nobody can search. Every new project relearns what the last one already knew. We're building the opposite of that: software for the people who run large, complex construction projects. It reads the documents, tracks the decisions, and catches the mistakes early. The model…",2026-07-16T16:02:39Z,unknown,unknown,5,"(('job_title', ('ai engineer',)),)",adzuna
1258,(Applied) AI Engineer,Qontext,Deutschland,"Berlin, Deutschland",65000.0,100000.0,"We're building the self-maintaining source of truth for the AI-native company , the context repository that keeps company knowledge structured, up-to-date, permission-aware, and ready for every AI agent. That takes people who are exceptionally talented, obsessed by the vision, and set on doing the best work of their lives. If that's you, read on. The Opportunity You'll design and scale the backend that powers a company's brain, the logic that lets AI reason over live company knowledge instead o…",2026-05-07T22:56:11Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1259,Applied AI Engineer - AI & Automation,Limetax,Deutschland,"Berlin, Deutschland",41600.0,41600.0,"About Limetax Limetax is building the operating system for the €20B German tax advisory industry. We acquire established tax firms and transform them into high-performing, technology-enabled businesses. We combine proprietary software, streamlined operations, and a strong group infrastructure to unlock value that traditional firm owners can't access alone. Our founding team brings together backgrounds in investment banking, venture building, and applied AI. We're a small, fast-moving team backe…",2026-06-02T23:02:28Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1260,AI Engineer / AI Platform Engineer (w/m/d),Mtg Ag,Deutschland,"Arheilgen, Darmstadt",0.0,0.0,"Deine Aufgaben Konzeption, Aufbau und Weiterentwicklung einer zentralen KI-Umgebung für MTG Entwicklung einer unternehmensweiten AI-/LLM-Plattform zur sicheren Nutzung unterschiedlicher KI-Modelle und Provider Aufbau und Betrieb eines zentralen AI Gateways für lokale und Cloud-basierte KI-Dienste Integration von KI-Werkzeugen in den Softwareentwicklungsprozess Integration lokaler Large Language Models sowie externer Cloud-KI-Dienste Aufbau einer flexiblen Multi-Model-Architektur, mit der abhäng…",2026-08-19T17:47:07Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1261,Applied AI Engineer - AI Finance Agent,Bjak,Deutschland,Deutschland,0.0,0.0,"About BJAK The original mission of BJAK is we believe people deserve smarter ways to plan, save and grow their money. This is the origin of our name. Started in 2019, we built the first mobile-first, insurance platform, enabling insurance to be accessible online by millions in the region. Today, its the leading insurance platform in Southeast Asia. Today, we are expanding ways to help people in the region — this includes spending, saving, investing, exchanging, travelling, and more. Our mission…",2026-07-17T00:17:28Z,unknown,it-jobs,5,"(('job_title', ('ai engineer',)),)",adzuna
1262,Applied AI Engineer - Remote,dexter health,Deutschland,"Köln, Nordrhein-Westfalen",0.0,0.0,"Welcome to dexter health! At dexter health, we build AI-powered software for care teams. Our mission is to reduce administrative workload in healthcare so caregivers can spend more time with patients. We are looking for a high-agency AI Engineer to help us build new AI features faster and improve the quality, reliability, and speed of existing AI workflows. This is a hands-on engineering role. Not research. Not prompt-only. You will turn ambiguous product ideas into working, production-ready AI…",2026-07-16T16:06:54Z,remote,unknown,6,"(('description', ('ai engineer',)), ('job_title', ('ai engineer',)))",adzuna
